,Unnamed: 0,img,difficulty_score,split
7266,7266,2010_000432,3.474559,train
7172,7172,2010_000245,3.474804,train
4452,4452,2009_000232,3.474816000000001,train
3374,3374,2008_006827,3.4749449999999995,train
7737,7737,2010_001374,3.47531,train
4155,4155,2008_008406,3.475624,train
4537,4537,2009_000411,3.475919,train
6561,6561,2009_004328,3.4759330000000004,train
1938,1938,2008_003924,3.476407,train
6301,6301,2009_003821,3.476475,train
2980,2980,2008_006031,3.476546,train
5887,5887,2009_003020,3.476907,train
10182,10182,2011_000181,3.476986,train
1335,1335,2008_002709,3.477101,train
9509,9509,2010_004941,3.477279,train
8582,8582,2010_003074,3.477704,train
4761,4761,2009_000831,3.477965,train
3218,3218,2008_006506,3.47833,train
1678,1678,2008_003414,3.478822,train
643,643,2008_001312,3.4789440000000003,train
9296,9296,2010_004506,3.479656,train
2065,2065,2008_004182,3.479686,train
11501,11501,2011_003185,3.479915,train
1759,1759,2008_003572,3.479961,train
7706,7706,2010_001312,3.48,train
4464,4464,2009_000254,3.48,train
7937,7937,2010_001773,3.48,train
8572,8572,2010_003053,3.48,train
9377,9377,2010_004670,3.48,train
4296,4296,2008_008696,3.48,train
8599,8599,2010_003106,3.48,train
7445,7445,2010_000782,3.48,train
4319,4319,2008_008748,3.48,train
5863,5863,2009_002978,3.48,train
11373,11373,2011_002897,3.48,train
10863,10863,2011_001732,3.48,train
6402,6402,2009_004037,3.48,train
3724,3724,2008_007533,3.48,train
7983,7983,2010_001862,3.48,train
8116,8116,2010_002141,3.48,train
8875,8875,2010_003670,3.48,train
10247,10247,2011_000320,3.48,train
4944,4944,2009_001188,3.48,train
6573,6573,2009_004357,3.48,train
10431,10431,2011_000747,3.48,train
6583,6583,2009_004374,3.48,train
10415,10415,2011_000698,3.48,train
10987,10987,2011_001988,3.48,train
11196,11196,2011_002479,3.48,train
10267,10267,2011_000375,3.48,train
6674,6674,2009_004559,3.48,train
9697,9697,2010_005305,3.48,train
9473,9473,2010_004857,3.48,train
7303,7303,2010_000497,3.48,train
8031,8031,2010_001968,3.48,train
6356,6356,2009_003938,3.48,train
3398,3398,2008_006877,3.48,train
10180,10180,2011_000178,3.48,train
10653,10653,2011_001253,3.48,train
1545,1545,2008_003127,3.48,train
7868,7868,2010_001638,3.48,train
8315,8315,2010_002538,3.48,train
6389,6389,2009_004012,3.48,train
8437,8437,2010_002780,3.48,train
4048,4048,2008_008199,3.48,train
8054,8054,2010_002017,3.480613,train
4123,4123,2008_008343,3.480731,train
4896,4896,2009_001096,3.480763,train
1846,1846,2008_003748,3.480964,train
8339,8339,2010_002586,3.481321,train
6405,6405,2009_004042,3.481511,train
6737,6737,2009_004687,3.481828,train
2996,2996,2008_006058,3.482809,train
10925,10925,2011_001870,3.483424,train
6062,6062,2009_003367,3.483996,train
1047,1047,2008_002119,3.4847330000000003,train
1249,1249,2008_002521,3.484915,train
80,80,2008_000177,3.485005,train
2485,2485,2008_005023,3.48541,train
4323,4323,2008_008755,3.485461,train
7635,7635,2010_001164,3.486017,train
10186,10186,2011_000194,3.48604,train
2056,2056,2008_004161,3.4862050000000004,train
1223,1223,2008_002470,3.486364,train
3009,3009,2008_006078,3.486583,train
8436,8436,2010_002779,3.4867790000000003,train
577,577,2008_001167,3.4868940000000004,train
2877,2877,2008_005817,3.487194,train
10237,10237,2011_000304,3.4872339999999995,train
5374,5374,2009_002019,3.487852,train
1844,1844,2008_003745,3.487967,train
893,893,2008_001808,3.48799,train
10855,10855,2011_001715,3.4879910000000005,train
2232,2232,2008_004515,3.488054,train
6205,6205,2009_003639,3.488338,train
3214,3214,2008_006497,3.488511,train
2129,2129,2008_004318,3.488536,train
1078,1078,2008_002191,3.488869,train
2018,2018,2008_004080,3.488995,train
2376,2376,2008_004786,3.4893910000000004,train
5878,5878,2009_003003,3.49,train
10015,10015,2010_005921,3.49,train
10035,10035,2010_005957,3.49,train
11259,11259,2011_002612,3.49,train
2121,2121,2008_004303,3.49,train
9967,9967,2010_005827,3.49,train
7629,7629,2010_001152,3.49,train
3812,3812,2008_007717,3.49,train
4135,4135,2008_008365,3.49,train
3805,3805,2008_007702,3.49,train
4489,4489,2009_000308,3.49,train
8717,8717,2010_003337,3.49,train
1715,1715,2008_003479,3.49,train
9415,9415,2010_004751,3.49,train
8637,8637,2010_003179,3.49,train
10489,10489,2011_000875,3.49,train
6399,6399,2009_004032,3.49,train
8886,8886,2010_003688,3.49,train
7985,7985,2010_001864,3.49,train
11440,11440,2011_003038,3.49,train
10421,10421,2011_000713,3.49,train
8808,8808,2010_003531,3.49,train
10919,10919,2011_001856,3.49,train
11475,11475,2011_003132,3.49,train
7888,7888,2010_001680,3.49,train
6770,6770,2009_004760,3.49,train
5121,5121,2009_001521,3.49,train
9667,9667,2010_005243,3.49,train
10342,10342,2011_000530,3.49,train
2807,2807,2008_005676,3.49,train
10921,10921,2011_001862,3.49,train
8266,8266,2010_002440,3.49,train
3312,3312,2008_006705,3.49,train
11315,11315,2011_002756,3.49,train
10106,10106,2011_000009,3.49,train
2221,2221,2008_004497,3.49,train
6115,6115,2009_003466,3.49,train
7051,7051,2009_005310,3.49,train
2605,2605,2008_005266,3.490013,train
5840,5840,2009_002935,3.4900230000000003,train
5616,5616,2009_002505,3.490206,train
571,571,2008_001158,3.4903690000000003,train
8823,8823,2010_003559,3.490632,train
8906,8906,2010_003731,3.4916720000000003,train
2983,2983,2008_006036,3.491682,train
5290,5290,2009_001848,3.4922480000000005,train
1872,1872,2008_003791,3.4923910000000005,train
11247,11247,2011_002585,3.4925900000000003,train
5123,5123,2009_001526,3.4927940000000004,train
2635,2635,2008_005329,3.492801,train
236,236,2008_000474,3.49335,train
518,518,2008_001052,3.493979,train
7695,7695,2010_001288,3.4947980000000003,train
67,67,2008_000141,3.494857,train
784,784,2008_001596,3.494907,train
10557,10557,2011_001030,3.494927,train
5659,5659,2009_002577,3.495248,train
1590,1590,2008_003225,3.495768,train
179,179,2008_000365,3.495959,train
548,548,2008_001112,3.4962720000000003,train
149,149,2008_000304,3.496752,train
303,303,2008_000619,3.497751,train
1001,1001,2008_002023,3.4978580000000004,train
2695,2695,2008_005445,3.497906,train
3497,3497,2008_007075,3.498092,train
8907,8907,2010_003734,3.498134,train
4062,4062,2008_008224,3.498308,train
2186,2186,2008_004428,3.4984589999999995,train
494,494,2008_001007,3.4984870000000003,train
5697,5697,2009_002649,3.498664,train
387,387,2008_000787,3.499192,train
1454,1454,2008_002948,3.499887,train
8219,8219,2010_002356,3.5,train
7690,7690,2010_001277,3.5,train
9726,9726,2010_005369,3.5,train
710,710,2008_001445,3.5,train
10264,10264,2011_000369,3.5,train
1229,1229,2008_002483,3.5,train
796,796,2008_001620,3.5,train
380,380,2008_000776,3.5,train
10942,10942,2011_001901,3.5,train
2724,2724,2008_005510,3.5,train
11444,11444,2011_003044,3.5,train
2559,2559,2008_005178,3.5,train
7320,7320,2010_000534,3.5,train
2347,2347,2008_004729,3.5,train
371,371,2008_000753,3.5,train
8671,8671,2010_003248,3.5,train
1349,1349,2008_002735,3.5,train
538,538,2008_001083,3.5,train
292,292,2008_000588,3.5,train
9941,9941,2010_005775,3.5,train
7714,7714,2010_001327,3.5,train
4069,4069,2008_008235,3.5,train
10517,10517,2011_000951,3.5,train
11082,11082,2011_002215,3.5,train
996,996,2008_002009,3.5,train
8092,8092,2010_002096,3.5,train
5365,5365,2009_002001,3.5002150000000003,train
1153,1153,2008_002331,3.500493,train
843,843,2008_001712,3.5014260000000004,train
3952,3952,2008_007990,3.502246,train
6393,6393,2009_004020,3.502861,train
3979,3979,2008_008050,3.503201,train
4166,4166,2008_008433,3.503574,train
2935,2935,2008_005933,3.504432,train
2690,2690,2008_005433,3.504467,train
1217,1217,2008_002459,3.504825,train
2902,2902,2008_005869,3.505723,train
625,625,2008_001272,3.506343,train
8847,8847,2010_003608,3.507727,train
11270,11270,2011_002638,3.5085839999999995,train
6924,6924,2009_005064,3.508903,train
10390,10390,2011_000637,3.509993,train
11092,11092,2011_002236,3.51,train
4480,4480,2009_000290,3.51,train
4626,4626,2009_000575,3.51,train
5026,5026,2009_001343,3.51,train
9865,9865,2010_005625,3.51,train
7498,7498,2010_000893,3.51,train
11061,11061,2011_002154,3.51,train
1156,1156,2008_002340,3.51,train
11102,11102,2011_002252,3.51,train
8836,8836,2010_003585,3.51,train
1576,1576,2008_003193,3.51,train
909,909,2008_001834,3.51,train
6872,6872,2009_004958,3.51,train
11266,11266,2011_002624,3.51,train
4191,4191,2008_008482,3.51,train
8117,8117,2010_002142,3.51,train
11441,11441,2011_003039,3.51,train
6489,6489,2009_004188,3.51,train
10208,10208,2011_000238,3.51,train
4084,4084,2008_008272,3.51,train
9336,9336,2010_004586,3.51,train
3456,3456,2008_006992,3.51,train
10496,10496,2011_000897,3.51,train
8609,8609,2010_003123,3.51,train
3543,3543,2008_007169,3.51,train
5861,5861,2009_002976,3.51,train
10105,10105,2011_000007,3.51,train
3751,3751,2008_007593,3.51,train
10022,10022,2010_005934,3.51,train
2126,2126,2008_004313,3.51,train
10430,10430,2011_000745,3.51,train
10244,10244,2011_000315,3.51,train
9007,9007,2010_003939,3.51,train
8697,8697,2010_003293,3.51,train
10348,10348,2011_000541,3.51,train
3044,3044,2008_006148,3.51,train
9258,9258,2010_004429,3.51,train
2786,2786,2008_005635,3.51,train
6926,6926,2009_005069,3.51,train
3132,3132,2008_006330,3.51,train
4275,4275,2008_008659,3.51,train
2956,2956,2008_005976,3.51,train
11471,11471,2011_003114,3.5101660000000003,train
4725,4725,2009_000759,3.510647,train
6408,6408,2009_004050,3.5111800000000004,train
4968,4968,2009_001230,3.511257,train
1704,1704,2008_003462,3.511988,train
5154,5154,2009_001593,3.5125580000000003,train
4245,4245,2008_008598,3.512668,train
628,628,2008_001278,3.512741000000001,train
229,229,2008_000465,3.5129,train
6789,6789,2009_004794,3.512911,train
5245,5245,2009_001768,3.513306,train
8926,8926,2010_003770,3.513463,train
4387,4387,2009_000102,3.513665,train
8017,8017,2010_001939,3.514511,train
211,211,2008_000424,3.515344,train
3504,3504,2008_007090,3.5153449999999995,train
1152,1152,2008_002330,3.515875,train
1823,1823,2008_003697,3.516042,train
6982,6982,2009_005168,3.516059,train
4037,4037,2008_008177,3.516108,train
2646,2646,2008_005348,3.516413,train
3075,3075,2008_006216,3.517307,train
3882,3882,2008_007853,3.51759,train
4997,4997,2009_001286,3.5181120000000004,train
9868,9868,2010_005628,3.518117,train
104,104,2008_000219,3.518696,train
2991,2991,2008_006047,3.518861,train
10693,10693,2011_001330,3.518936,train
7599,7599,2010_001104,3.519124,train
10628,10628,2011_001190,3.519517,train
5180,5180,2009_001643,3.519533,train
9727,9727,2010_005371,3.52,train
7422,7422,2010_000737,3.52,train
5236,5236,2009_001751,3.52,train
9283,9283,2010_004479,3.52,train
9029,9029,2010_003983,3.52,train
6984,6984,2009_005171,3.52,train
10465,10465,2011_000820,3.52,train
4242,4242,2008_008591,3.52,train
5271,5271,2009_001816,3.52,train
1777,1777,2008_003607,3.52,train
6652,6652,2009_004519,3.52,train
4259,4259,2008_008622,3.52,train
6665,6665,2009_004543,3.52,train
8828,8828,2010_003567,3.52,train
7227,7227,2010_000351,3.52,train
7374,7374,2010_000646,3.52,train
9227,9227,2010_004361,3.52,train
11507,11507,2011_003201,3.52,train
5652,5652,2009_002566,3.52,train
6808,6808,2009_004830,3.52,train
10770,10770,2011_001535,3.52,train
11119,11119,2011_002294,3.52,train
4443,4443,2009_000214,3.52,train
10491,10491,2011_000885,3.52,train
10505,10505,2011_000919,3.52,train
1601,1601,2008_003251,3.52,train
10061,10061,2010_006000,3.52,train
2146,2146,2008_004353,3.52,train
6134,6134,2009_003507,3.52,train
6173,6173,2009_003571,3.52,train
8126,8126,2010_002166,3.52,train
4057,4057,2008_008217,3.52,train
11073,11073,2011_002179,3.52,train
9409,9409,2010_004741,3.52,train
5825,5825,2009_002898,3.52,train
4652,4652,2009_000626,3.52,train
8393,8393,2010_002693,3.52,train
11038,11038,2011_002108,3.52,train
8972,8972,2010_003864,3.52,train
10537,10537,2011_000997,3.52,train
6044,6044,2009_003327,3.52,train
6007,6007,2009_003255,3.52,train
3382,3382,2008_006839,3.52,train
4509,4509,2009_000344,3.52,train
86,86,2008_000188,3.5203580000000003,train
464,464,2008_000939,3.520738,train
3755,3755,2008_007597,3.521204,train
10331,10331,2011_000505,3.521407,train
489,489,2008_000987,3.52144,train
8283,8283,2010_002472,3.521567,train
480,480,2008_000971,3.522015,train
9501,9501,2010_004921,3.5221190000000004,train
2628,2628,2008_005316,3.5221379999999995,train
1804,1804,2008_003665,3.522152,train
8066,8066,2010_002039,3.5225730000000004,train
1127,1127,2008_002279,3.523128,train
11377,11377,2011_002912,3.523131,train
6989,6989,2009_005183,3.525,train
1392,1392,2008_002826,3.525149,train
3620,3620,2008_007323,3.5252449999999995,train
621,621,2008_001263,3.525407,train
1353,1353,2008_002746,3.525468,train
4826,4826,2009_000961,3.525545,train
516,516,2008_001047,3.525614,train
9236,9236,2010_004371,3.525723,train
1800,1800,2008_003655,3.525764,train
6517,6517,2009_004241,3.525971,train
10444,10444,2011_000770,3.525976,train
198,198,2008_000405,3.527013,train
1641,1641,2008_003329,3.527209,train
5688,5688,2009_002626,3.527492,train
1888,1888,2008_003821,3.527586,train
1492,1492,2008_003026,3.527672,train
3111,3111,2008_006282,3.527759,train
10367,10367,2011_000578,3.5278620000000003,train
4763,4763,2009_000834,3.527985,train
10744,10744,2011_001467,3.5280339999999994,train
4608,4608,2009_000546,3.528522,train
2652,2652,2008_005359,3.52914,train
8258,8258,2010_002425,3.529395,train
6059,6059,2009_003361,3.529553,train
11260,11260,2011_002614,3.53,train
5225,5225,2009_001734,3.53,train
10999,10999,2011_002021,3.53,train
10363,10363,2011_000572,3.53,train
3660,3660,2008_007410,3.53,train
9630,9630,2010_005167,3.53,train
8342,8342,2010_002592,3.53,train
6052,6052,2009_003348,3.53,train
11023,11023,2011_002074,3.53,train
11430,11430,2011_003016,3.53,train
5334,5334,2009_001934,3.53,train
9788,9788,2010_005484,3.53,train
4053,4053,2008_008210,3.53,train
4075,4075,2008_008252,3.53,train
4137,4137,2008_008368,3.53,train
11476,11476,2011_003134,3.53,train
10721,10721,2011_001402,3.53,train
8214,8214,2010_002346,3.53,train
8857,8857,2010_003632,3.53,train
9270,9270,2010_004456,3.53,train
9884,9884,2010_005663,3.53,train
6133,6133,2009_003504,3.53,train
6176,6176,2009_003577,3.53,train
7451,7451,2010_000792,3.53,train
7778,7778,2010_001453,3.53,train
1326,1326,2008_002686,3.530147,train
4984,4984,2009_001259,3.530375,train
4965,4965,2009_001225,3.530538,train
376,376,2008_000764,3.53119,train
3151,3151,2008_006365,3.531744,train
274,274,2008_000558,3.53226,train
1655,1655,2008_003351,3.532461,train
3156,3156,2008_006373,3.533808,train
2887,2887,2008_005839,3.534142,train
2165,2165,2008_004391,3.534697,train
6065,6065,2009_003373,3.535264,train
1414,1414,2008_002869,3.535579,train
7067,7067,2010_000035,3.536261,train
507,507,2008_001031,3.5370790000000003,train
2176,2176,2008_004412,3.537103,train
2611,2611,2008_005277,3.537264,train
2554,2554,2008_005168,3.537402,train
6360,6360,2009_003950,3.537517,train
10860,10860,2011_001726,3.537579,train
2812,2812,2008_005681,3.5377400000000003,train
470,470,2008_000950,3.538163,train
4133,4133,2008_008363,3.538414,train
7973,7973,2010_001846,3.538786,train
4937,4937,2009_001164,3.5394589999999995,train
7623,7623,2010_001142,3.54,train
3280,3280,2008_006635,3.54,train
10879,10879,2011_001769,3.54,train
10791,10791,2011_001586,3.54,train
7491,7491,2010_000876,3.54,train
4171,4171,2008_008440,3.54,train
4172,4172,2008_008443,3.54,train
10934,10934,2011_001885,3.54,train
9491,9491,2010_004903,3.54,train
6636,6636,2009_004492,3.54,train
8220,8220,2010_002357,3.54,train
7768,7768,2010_001433,3.54,train
11478,11478,2011_003141,3.54,train
8007,8007,2010_001922,3.54,train
6288,6288,2009_003802,3.54,train
10397,10397,2011_000655,3.54,train
10681,10681,2011_001305,3.54,train
7645,7645,2010_001188,3.54,train
1931,1931,2008_003913,3.54,train
11067,11067,2011_002167,3.54,train
9809,9809,2010_005518,3.54,train
4706,4706,2009_000726,3.54,train
10388,10388,2011_000631,3.54,train
4796,4796,2009_000901,3.54,train
8316,8316,2010_002539,3.54,train
3362,3362,2008_006808,3.54,train
3486,3486,2008_007056,3.54,train
9265,9265,2010_004447,3.54,train
2431,2431,2008_004910,3.54,train
3609,3609,2008_007298,3.54,train
8481,8481,2010_002858,3.54,train
4292,4292,2008_008690,3.54,train
8319,8319,2010_002546,3.54,train
2878,2878,2008_005818,3.54,train
10499,10499,2011_000900,3.54,train
10429,10429,2011_000744,3.54,train
11354,11354,2011_002852,3.54,train
6951,6951,2009_005118,3.54,train
8605,8605,2010_003117,3.54,train
2284,2284,2008_004614,3.54,train
10361,10361,2011_000567,3.54,train
6520,6520,2009_004244,3.54,train
7780,7780,2010_001456,3.54,train
10270,10270,2011_000382,3.54,train
3680,3680,2008_007448,3.5400480000000005,train
9021,9021,2010_003966,3.541111,train
45,45,2008_000093,3.542081,train
10280,10280,2011_000399,3.54209,train
2946,2946,2008_005957,3.54213,train
2770,2770,2008_005608,3.542474,train
169,169,2008_000345,3.542729,train
185,185,2008_000380,3.5434339999999995,train
2155,2155,2008_004371,3.543556,train
1212,1212,2008_002452,3.5440150000000004,train
1329,1329,2008_002697,3.544883,train
1896,1896,2008_003838,3.5450980000000003,train
2450,2450,2008_004948,3.545129,train
8514,8514,2010_002930,3.545929,train
1116,1116,2008_002251,3.5466660000000005,train
1213,1213,2008_002454,3.5470589999999995,train
10227,10227,2011_000282,3.547346,train
6904,6904,2009_005024,3.547474,train
9442,9442,2010_004805,3.547601,train
1292,1292,2008_002623,3.547654,train
4103,4103,2008_008310,3.547831,train
9864,9864,2010_005620,3.548203,train
2075,2075,2008_004208,3.548435,train
5540,5540,2009_002349,3.548842,train
5836,5836,2009_002925,3.549985,train
4185,4185,2008_008470,3.55,train
4397,4397,2009_000128,3.55,train
7871,7871,2010_001645,3.55,train
11205,11205,2011_002498,3.55,train
9503,9503,2010_004928,3.55,train
10678,10678,2011_001295,3.55,train
11397,11397,2011_002947,3.55,train
5040,5040,2009_001366,3.55,train
8627,8627,2010_003157,3.55,train
9168,9168,2010_004248,3.55,train
3228,3228,2008_006526,3.55,train
10779,10779,2011_001547,3.55,train
4126,4126,2008_008346,3.55,train
11194,11194,2011_002474,3.55,train
9086,9086,2010_004089,3.55,train
7419,7419,2010_000729,3.55,train
2403,2403,2008_004851,3.55,train
6877,6877,2009_004969,3.55,train
11296,11296,2011_002709,3.55,train
4834,4834,2009_000973,3.55,train
5007,5007,2009_001308,3.55,train
1087,1087,2008_002202,3.55,train
2295,2295,2008_004632,3.55,train
2459,2459,2008_004970,3.55,train
8019,8019,2010_001941,3.55,train
10613,10613,2011_001153,3.55,train
1458,1458,2008_002956,3.55,train
5207,5207,2009_001695,3.55,train
6422,6422,2009_004082,3.55,train
5019,5019,2009_001326,3.55,train
4158,4158,2008_008416,3.550015,train
4507,4507,2009_000342,3.55075,train
2858,2858,2008_005774,3.550781,train
7123,7123,2010_000140,3.551047,train
2588,2588,2008_005236,3.551103,train
2491,2491,2008_005040,3.5514370000000004,train
5586,5586,2009_002433,3.551542,train
4970,4970,2009_001237,3.55187,train
41,41,2008_000084,3.552179,train
2332,2332,2008_004702,3.5525839999999995,train
8925,8925,2010_003768,3.5526410000000004,train
878,878,2008_001781,3.552684,train
4279,4279,2008_008668,3.553112,train
151,151,2008_000306,3.5531370000000004,train
11055,11055,2011_002143,3.55357,train
6016,6016,2009_003271,3.553761,train
8705,8705,2010_003305,3.5538260000000004,train
4535,4535,2009_000409,3.554176,train
677,677,2008_001385,3.554476,train
1631,1631,2008_003304,3.554551,train
1550,1550,2008_003135,3.55461,train
2160,2160,2008_004380,3.555074,train
1887,1887,2008_003820,3.555396,train
8102,8102,2010_002117,3.555826,train
1688,1688,2008_003432,3.555871,train
11128,11128,2011_002318,3.556017,train
7678,7678,2010_001254,3.556089,train
4956,4956,2009_001206,3.556145,train
8221,8221,2010_002361,3.557462,train
8370,8370,2010_002652,3.5577080000000003,train
10570,10570,2011_001058,3.558236,train
9464,9464,2010_004841,3.5585,train
5812,5812,2009_002872,3.56,train
3234,3234,2008_006543,3.56,train
11349,11349,2011_002834,3.56,train
8622,8622,2010_003149,3.56,train
6202,6202,2009_003636,3.56,train
7791,7791,2010_001479,3.56,train
2006,2006,2008_004054,3.56,train
3386,3386,2008_006847,3.56,train
9943,9943,2010_005777,3.56,train
2358,2358,2008_004754,3.56,train
11255,11255,2011_002605,3.56,train
7609,7609,2010_001118,3.56,train
7684,7684,2010_001270,3.56,train
7710,7710,2010_001320,3.56,train
10211,10211,2011_000243,3.56,train
9149,9149,2010_004210,3.56,train
3764,3764,2008_007618,3.56,train
7838,7838,2010_001576,3.56,train
10629,10629,2011_001192,3.56,train
9286,9286,2010_004484,3.56,train
4442,4442,2009_000212,3.56,train
5513,5513,2009_002295,3.56,train
8335,8335,2010_002579,3.56,train
4623,4623,2009_000568,3.56,train
5274,5274,2009_001820,3.56,train
1592,1592,2008_003231,3.56,train
6805,6805,2009_004824,3.56,train
5173,5173,2009_001631,3.56,train
7438,7438,2010_000765,3.56,train
10371,10371,2011_000589,3.56,train
5367,5367,2009_002003,3.56,train
5055,5055,2009_001390,3.56,train
7955,7955,2010_001810,3.56,train
3002,3002,2008_006067,3.56,train
4988,4988,2009_001266,3.56,train
7534,7534,2010_000970,3.56,train
3993,3993,2008_008080,3.560095,train
9601,9601,2010_005110,3.560607,train
2392,2392,2008_004832,3.560717,train
2729,2729,2008_005519,3.560751,train
8320,8320,2010_002547,3.560907,train
238,238,2008_000480,3.561146,train
6114,6114,2009_003462,3.5619410000000005,train
540,540,2008_001090,3.562028,train
4554,4554,2009_000444,3.563537,train
7782,7782,2010_001458,3.564112,train
8520,8520,2010_002940,3.564129,train
10126,10126,2011_000052,3.564418,train
6293,6293,2009_003810,3.564439,train
10871,10871,2011_001751,3.5646370000000003,train
4830,4830,2009_000967,3.56501,train
3016,3016,2008_006092,3.565443,train
2843,2843,2008_005738,3.5654790000000003,train
2542,2542,2008_005139,3.5665190000000004,train
5798,5798,2009_002843,3.5665379999999995,train
154,154,2008_000311,3.566771,train
8008,8008,2010_001923,3.567296,train
203,203,2008_000414,3.567565,train
1340,1340,2008_002716,3.567731,train
3266,3266,2008_006611,3.567738,train
2471,2471,2008_004986,3.567801,train
1581,1581,2008_003205,3.568401,train
5656,5656,2009_002570,3.568655,train
779,779,2008_001590,3.5689900000000003,train
8280,8280,2010_002462,3.569405,train
3414,3414,2008_006907,3.569844,train
5816,5816,2009_002882,3.57,train
11234,11234,2011_002559,3.57,train
5307,5307,2009_001875,3.57,train
1897,1897,2008_003840,3.57,train
8870,8870,2010_003656,3.57,train
3762,3762,2008_007613,3.57,train
10869,10869,2011_001747,3.57,train
6546,6546,2009_004300,3.57,train
8038,8038,2010_001980,3.57,train
6277,6277,2009_003781,3.57,train
5034,5034,2009_001357,3.57,train
3542,3542,2008_007168,3.57,train
9076,9076,2010_004067,3.57,train
5941,5941,2009_003123,3.57,train
10556,10556,2011_001029,3.57,train
10085,10085,2010_006054,3.57,train
4841,4841,2009_000987,3.57,train
10586,10586,2011_001097,3.57,train
4819,4819,2009_000945,3.57,train
7625,7625,2010_001147,3.57,train
10466,10466,2011_000823,3.57,train
3639,3639,2008_007361,3.57,train
5739,5739,2009_002728,3.57,train
7206,7206,2010_000309,3.570294,train
6995,6995,2009_005194,3.570298,train
709,709,2008_001444,3.570318,train
1473,1473,2008_002985,3.570409,train
1906,1906,2008_003854,3.570557,train
11533,11533,2011_003262,3.570689,train
4900,4900,2009_001102,3.5712230000000003,train
1017,1017,2008_002058,3.571274,train
5867,5867,2009_002984,3.5720690000000004,train
9041,9041,2010_004009,3.573691,train
3101,3101,2008_006265,3.574755,train
10914,10914,2011_001842,3.574895,train
429,429,2008_000867,3.574929,train
8662,8662,2010_003231,3.574951,train
11,11,2008_000028,3.575131,train
10289,10289,2011_000420,3.575357,train
2470,2470,2008_004985,3.5755510000000004,train
4438,4438,2009_000203,3.575582,train
170,170,2008_000346,3.575989,train
10624,10624,2011_001175,3.576227,train
93,93,2008_000195,3.576278,train
7524,7524,2010_000945,3.576463,train
11020,11020,2011_002063,3.5772440000000003,train
7035,7035,2009_005279,3.577344,train
4224,4224,2008_008547,3.5775300000000003,train
6698,6698,2009_004614,3.578285,train
6879,6879,2009_004972,3.57855,train
251,251,2008_000505,3.579164,train
8419,8419,2010_002742,3.579382,train
1481,1481,2008_003005,3.5794370000000004,train
3442,3442,2008_006961,3.579823,train
11412,11412,2011_002978,3.58,train
8253,8253,2010_002413,3.58,train
2696,2696,2008_005446,3.58,train
4399,4399,2009_000131,3.58,train
2407,2407,2008_004858,3.58,train
8814,8814,2010_003539,3.58,train
8892,8892,2010_003703,3.58,train
2215,2215,2008_004482,3.58,train
3367,3367,2008_006816,3.58,train
8222,8222,2010_002363,3.58,train
4327,4327,2008_008767,3.58,train
9322,9322,2010_004558,3.58,train
8647,8647,2010_003200,3.58,train
2814,2814,2008_005683,3.58,train
10213,10213,2011_000248,3.58,train
9705,9705,2010_005318,3.58,train
5198,5198,2009_001677,3.58,train
4258,4258,2008_008621,3.58,train
5804,5804,2009_002851,3.58,train
1954,1954,2008_003956,3.58,train
2992,2992,2008_006049,3.58,train
5142,5142,2009_001566,3.58,train
4289,4289,2008_008684,3.58,train
11078,11078,2011_002192,3.58,train
10252,10252,2011_000332,3.58,train
641,641,2008_001308,3.5812480000000004,train
10755,10755,2011_001507,3.581694,train
8826,8826,2010_003562,3.582089,train
3881,3881,2008_007852,3.583766,train
6391,6391,2009_004018,3.584039,train
10065,10065,2010_006010,3.584304,train
10526,10526,2011_000975,3.5847260000000003,train
1167,1167,2008_002362,3.584968,train
3720,3720,2008_007527,3.5856980000000003,train
4776,4776,2009_000858,3.5858220000000003,train
5200,5200,2009_001682,3.586072,train
4152,4152,2008_008402,3.586231,train
8093,8093,2010_002097,3.58653,train
1838,1838,2008_003729,3.587464,train
1615,1615,2008_003276,3.587585,train
5969,5969,2009_003173,3.587989,train
899,899,2008_001814,3.58814,train
143,143,2008_000287,3.5884910000000003,train
1873,1873,2008_003793,3.5888190000000004,train
3827,3827,2008_007746,3.59,train
8486,8486,2010_002870,3.59,train
4087,4087,2008_008276,3.59,train
5988,5988,2009_003214,3.59,train
6112,6112,2009_003460,3.59,train
1021,1021,2008_002066,3.59,train
3686,3686,2008_007461,3.59,train
3768,3768,2008_007629,3.59,train
5686,5686,2009_002624,3.59,train
10409,10409,2011_000684,3.59,train
7355,7355,2010_000603,3.59,train
3213,3213,2008_006496,3.59,train
4006,4006,2008_008106,3.59,train
8001,8001,2010_001911,3.59,train
3417,3417,2008_006910,3.59,train
11190,11190,2011_002462,3.59,train
5340,5340,2009_001949,3.59,train
8755,8755,2010_003406,3.59,train
1746,1746,2008_003534,3.59,train
7911,7911,2010_001726,3.59,train
11253,11253,2011_002598,3.59,train
9517,9517,2010_004951,3.59,train
9495,9495,2010_004910,3.59,train
3464,3464,2008_007010,3.59,train
8237,8237,2010_002387,3.59,train
842,842,2008_001710,3.59,train
7588,7588,2010_001080,3.59,train
5304,5304,2009_001871,3.59,train
6612,6612,2009_004440,3.59,train
6448,6448,2009_004125,3.59,train
7184,7184,2010_000263,3.59,train
7175,7175,2010_000248,3.590382,train
2920,2920,2008_005902,3.5903970000000003,train
4365,4365,2009_000060,3.59111,train
6253,6253,2009_003725,3.591349,train
460,460,2008_000928,3.5914410000000005,train
